2024-10-27 11:05:22 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 1ada9580-1bee-404b-b308-18b28cb9bf2a_config-0
2024-10-27 11:05:23 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[1ada9580-1bee-404b-b308-18b28cb9bf2a_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729998327835_221.4.34.30_48449
2024-10-27 11:05:23 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[1ada9580-1bee-404b-b308-18b28cb9bf2a_config-0] Notify connected event to listeners.
2024-10-27 11:05:23 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[1ada9580-1bee-404b-b308-18b28cb9bf2a_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-27 11:05:23 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[1ada9580-1bee-404b-b308-18b28cb9bf2a_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$509/0x00000008003cb440
2024-10-27 11:05:24 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-search-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-search-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-search-service,DEFAULT_GROUP'}]
2024-10-27 11:05:24 |INFO  |main |SpringApplication.java:637 |com.bilibili.search.SearchApplication |The following 1 profile is active: "dev"
2024-10-27 11:05:24 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-27 11:05:24 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2024-10-27 11:05:24 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 6 ms. Found 0 Elasticsearch repository interfaces.
2024-10-27 11:05:24 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-27 11:05:24 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2024-10-27 11:05:24 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 5 ms. Found 0 Reactive Elasticsearch repository interfaces.
2024-10-27 11:05:24 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-27 11:05:24 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-10-27 11:05:24 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
2024-10-27 11:05:25 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=b52598b9-85d9-37f8-b61b-9a4776e04506
2024-10-27 11:05:25 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8082 (http)
2024-10-27 11:05:25 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8082"]
2024-10-27 11:05:25 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-10-27 11:05:25 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-10-27 11:05:25 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-10-27 11:05:25 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1683 ms
2024-10-27 11:05:26 |INFO  |main |ElasticsearchClientConfig.java:55 |com.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch...
2024-10-27 11:05:26 |INFO  |main |ElasticsearchClientConfig.java:70 |com.bilibili.search.config.ElasticsearchClientConfig |Elasticsearch Connected!
2024-10-27 11:05:26 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-10-27 11:05:26 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-10-27 11:05:27 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 43ef9e92-63c9-4ac3-8479-5e2100aa121e_config-0
2024-10-27 11:05:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 14 ms to scan 1 urls, producing 3 keys and 6 values 
2024-10-27 11:05:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 4 keys and 9 values 
2024-10-27 11:05:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 3 keys and 10 values 
2024-10-27 11:05:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 1 keys and 5 values 
2024-10-27 11:05:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 1 keys and 7 values 
2024-10-27 11:05:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 2 keys and 8 values 
2024-10-27 11:05:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[43ef9e92-63c9-4ac3-8479-5e2100aa121e_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-10-27 11:05:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[43ef9e92-63c9-4ac3-8479-5e2100aa121e_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$448/0x0000000800387040
2024-10-27 11:05:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[43ef9e92-63c9-4ac3-8479-5e2100aa121e_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$449/0x0000000800387440
2024-10-27 11:05:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[43ef9e92-63c9-4ac3-8479-5e2100aa121e_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-10-27 11:05:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[43ef9e92-63c9-4ac3-8479-5e2100aa121e_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-10-27 11:05:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[43ef9e92-63c9-4ac3-8479-5e2100aa121e_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-27 11:05:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[43ef9e92-63c9-4ac3-8479-5e2100aa121e_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729998332877_221.4.34.30_48491
2024-10-27 11:05:28 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[43ef9e92-63c9-4ac3-8479-5e2100aa121e_config-0] Notify connected event to listeners.
2024-10-27 11:05:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[43ef9e92-63c9-4ac3-8479-5e2100aa121e_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-27 11:05:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[43ef9e92-63c9-4ac3-8479-5e2100aa121e_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$463/0x00000008003f7c40
2024-10-27 11:05:29 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-chat-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-chat-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-chat-service,DEFAULT_GROUP'}]
2024-10-27 11:05:29 |INFO  |main |SpringApplication.java:637 |com.bilibili.chat.ChatApplication |The following 1 profile is active: "dev"
2024-10-27 11:05:29 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-10-27 11:05:29 |INFO  |main |XxlJobConfig.java:46 |com.bilibili.search.config.XxlJobConfig |>>>>>>>>>>> xxl-job config init.
2024-10-27 11:05:29 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-27 11:05:29 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-10-27 11:05:29 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2024-10-27 11:05:30 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=b651e813-a248-33f6-afd8-2614bfe5efdc
2024-10-27 11:05:30 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8083 (http)
2024-10-27 11:05:30 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8083"]
2024-10-27 11:05:30 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-10-27 11:05:30 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-10-27 11:05:30 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-10-27 11:05:30 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1593 ms
2024-10-27 11:05:31 |INFO  |background-preinit |Version.java:21 |org.hibernate.validator.internal.util.Version |HV000001: Hibernate Validator 6.2.5.Final
2024-10-27 11:05:31 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-10-27 11:05:31 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-10-27 11:05:32 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 25f79035-eb72-45cf-8bc8-ae832aaf5f6c_config-0
2024-10-27 11:05:32 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 17 ms to scan 1 urls, producing 3 keys and 6 values 
2024-10-27 11:05:32 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 7 ms to scan 1 urls, producing 4 keys and 9 values 
2024-10-27 11:05:32 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 7 ms to scan 1 urls, producing 3 keys and 10 values 
2024-10-27 11:05:32 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 11 ms to scan 1 urls, producing 1 keys and 5 values 
2024-10-27 11:05:32 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 1 keys and 7 values 
2024-10-27 11:05:32 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 2 keys and 8 values 
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[25f79035-eb72-45cf-8bc8-ae832aaf5f6c_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[25f79035-eb72-45cf-8bc8-ae832aaf5f6c_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$458/0x0000000800400440
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[25f79035-eb72-45cf-8bc8-ae832aaf5f6c_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$459/0x0000000800407840
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[25f79035-eb72-45cf-8bc8-ae832aaf5f6c_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[25f79035-eb72-45cf-8bc8-ae832aaf5f6c_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[25f79035-eb72-45cf-8bc8-ae832aaf5f6c_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-27 11:05:32 |INFO  |main |XxlJobExecutor.java:183 |com.xxl.job.core.executor.XxlJobExecutor |>>>>>>>>>>> xxl-job register jobhandler success, name:mysqlToEs, jobHandler:com.xxl.job.core.handler.impl.MethodJobHandler@74c74c99[class com.bilibili.search.handler.MysqlToEsHandler#mysqlToEsHandler]
2024-10-27 11:05:32 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 2a93a5dc-15bc-485a-adcd-e38b20399ce6
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2a93a5dc-15bc-485a-adcd-e38b20399ce6] RpcClient init label, labels = {module=naming, source=sdk}
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2a93a5dc-15bc-485a-adcd-e38b20399ce6] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2a93a5dc-15bc-485a-adcd-e38b20399ce6] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2a93a5dc-15bc-485a-adcd-e38b20399ce6] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2a93a5dc-15bc-485a-adcd-e38b20399ce6] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-27 11:05:32 |INFO  |Thread-14 |EmbedServer.java:82 |com.xxl.job.core.server.EmbedServer |>>>>>>>>>>> xxl-job remoting server start success, nettype = class com.xxl.job.core.server.EmbedServer, port = 9910
2024-10-27 11:05:32 |INFO  |xxl-job, executor ExecutorRegistryThread |ExecutorRegistryThread.java:54 |com.xxl.job.core.thread.ExecutorRegistryThread |>>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='demo-service-impl', registryValue='http://10.195.137.140:9910/'}, registryResult:ReturnT [code=500, msg=The access token is wrong., content=null]
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2a93a5dc-15bc-485a-adcd-e38b20399ce6] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729998336450_221.4.34.30_39536
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2a93a5dc-15bc-485a-adcd-e38b20399ce6] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-27 11:05:32 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2a93a5dc-15bc-485a-adcd-e38b20399ce6] Notify connected event to listeners.
2024-10-27 11:05:32 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2a93a5dc-15bc-485a-adcd-e38b20399ce6] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$509/0x00000008003cb440
2024-10-27 11:05:32 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8082"]
2024-10-27 11:05:32 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8082 (http) with context path ''
2024-10-27 11:05:32 |INFO  |main |NacosServiceRegistry.java:75 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP search-service 10.195.137.140:8082 register finished
2024-10-27 11:05:33 |INFO  |nacos-grpc-client-executor-6 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2a93a5dc-15bc-485a-adcd-e38b20399ce6] Receive server push request, request = NotifySubscriberRequest, requestId = 9
2024-10-27 11:05:33 |INFO  |nacos-grpc-client-executor-6 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[2a93a5dc-15bc-485a-adcd-e38b20399ce6] Ack server push request, request = NotifySubscriberRequest, requestId = 9
2024-10-27 11:05:33 |INFO  |main |DocumentationPluginsBootstrapper.java:93 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Documentation plugins bootstrapped
2024-10-27 11:05:33 |INFO  |main |AbstractDocumentationPluginsBootstrapper.java:79 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Found 2 custom documentation plugin(s)
2024-10-27 11:05:33 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-10-27 11:05:33 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-10-27 11:05:33 |INFO  |main |StartupInfoLogger.java:61 |com.bilibili.search.SearchApplication |Started SearchApplication in 12.459 seconds (JVM running for 13.321)
2024-10-27 11:05:33 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=search-service, group=DEFAULT_GROUP
2024-10-27 11:05:33 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=search-service.yaml, group=DEFAULT_GROUP
2024-10-27 11:05:33 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=search-service-dev.yaml, group=DEFAULT_GROUP
2024-10-27 11:05:33 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-10-27 11:05:34 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[25f79035-eb72-45cf-8bc8-ae832aaf5f6c_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729998337931_221.4.34.30_50945
2024-10-27 11:05:34 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[25f79035-eb72-45cf-8bc8-ae832aaf5f6c_config-0] Notify connected event to listeners.
2024-10-27 11:05:34 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[25f79035-eb72-45cf-8bc8-ae832aaf5f6c_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-27 11:05:34 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[25f79035-eb72-45cf-8bc8-ae832aaf5f6c_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$473/0x0000000800403840
2024-10-27 11:05:34 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-notice-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-notice-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-notice-service,DEFAULT_GROUP'}]
2024-10-27 11:05:34 |INFO  |main |SpringApplication.java:637 |com.bilibili.notice.NoticeApplication |The following 1 profile is active: "dev"
2024-10-27 11:05:35 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-27 11:05:35 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-10-27 11:05:35 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2024-10-27 11:05:35 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=f5715af8-3ece-37e2-8a89-06d895dbce37
2024-10-27 11:05:35 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8084 (http)
2024-10-27 11:05:35 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8084"]
2024-10-27 11:05:35 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-10-27 11:05:35 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-10-27 11:05:36 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-10-27 11:05:36 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1892 ms
2024-10-27 11:05:36 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 2f3c188a-b5c0-4964-9ddd-5bd659fae44a
