2024-10-22 19:58:04 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of f38c32ce-7627-4a47-8024-adbb368df3a8_config-0
2024-10-22 19:58:06 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f38c32ce-7627-4a47-8024-adbb368df3a8_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-22 19:58:06 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f38c32ce-7627-4a47-8024-adbb368df3a8_config-0] Notify connected event to listeners.
2024-10-22 19:58:06 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f38c32ce-7627-4a47-8024-adbb368df3a8_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$509/0x00000008003cb440
2024-10-22 19:58:07 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-search-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-search-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-search-service,DEFAULT_GROUP'}]
2024-10-22 19:58:07 |INFO  |main |SpringApplication.java:637 |com.bilibili.search.SearchApplication |The following 1 profile is active: "dev"
2024-10-22 19:58:07 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-22 19:58:07 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2024-10-22 19:58:07 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 4 ms. Found 0 Elasticsearch repository interfaces.
2024-10-22 19:58:07 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-22 19:58:07 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2024-10-22 19:58:07 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 1 ms. Found 0 Reactive Elasticsearch repository interfaces.
2024-10-22 19:58:07 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-22 19:58:07 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-10-22 19:58:07 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 1 ms. Found 0 Redis repository interfaces.
2024-10-22 19:58:07 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=b52598b9-85d9-37f8-b61b-9a4776e04506
2024-10-22 19:58:08 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8082 (http)
2024-10-22 19:58:08 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8082"]
2024-10-22 19:58:08 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-10-22 19:58:08 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-10-22 19:58:08 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-10-22 19:58:08 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1367 ms
2024-10-22 19:58:09 |INFO  |main |ElasticsearchClientConfig.java:55 |com.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch...
2024-10-22 19:58:09 |INFO  |main |ElasticsearchClientConfig.java:70 |com.bilibili.search.config.ElasticsearchClientConfig |Elasticsearch Connected!
2024-10-22 19:58:09 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-10-22 19:58:09 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-10-22 19:58:12 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-10-22 19:58:12 |INFO  |main |XxlJobConfig.java:46 |com.bilibili.search.config.XxlJobConfig |>>>>>>>>>>> xxl-job config init.
2024-10-22 19:58:16 |INFO  |main |XxlJobExecutor.java:183 |com.xxl.job.core.executor.XxlJobExecutor |>>>>>>>>>>> xxl-job register jobhandler success, name:mysqlToEs, jobHandler:com.xxl.job.core.handler.impl.MethodJobHandler@68fe866b[class com.bilibili.search.handler.MysqlToEsHandler#mysqlToEsHandler]
2024-10-22 19:58:16 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 9138e108-345a-4f05-9304-75db049682f2
2024-10-22 19:58:16 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9138e108-345a-4f05-9304-75db049682f2] RpcClient init label, labels = {module=naming, source=sdk}
2024-10-22 19:58:16 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9138e108-345a-4f05-9304-75db049682f2] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-10-22 19:58:16 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9138e108-345a-4f05-9304-75db049682f2] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-10-22 19:58:16 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9138e108-345a-4f05-9304-75db049682f2] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-10-22 19:58:16 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9138e108-345a-4f05-9304-75db049682f2] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-22 19:58:16 |INFO  |Thread-14 |EmbedServer.java:82 |com.xxl.job.core.server.EmbedServer |>>>>>>>>>>> xxl-job remoting server start success, nettype = class com.xxl.job.core.server.EmbedServer, port = 9910
2024-10-22 19:58:16 |INFO  |xxl-job, executor ExecutorRegistryThread |ExecutorRegistryThread.java:54 |com.xxl.job.core.thread.ExecutorRegistryThread |>>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='demo-service-impl', registryValue='http://26.191.107.44:9910/'}, registryResult:ReturnT [code=500, msg=The access token is wrong., content=null]
2024-10-22 19:58:16 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9138e108-345a-4f05-9304-75db049682f2] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729598296869_221.4.34.75_6604
2024-10-22 19:58:16 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9138e108-345a-4f05-9304-75db049682f2] Notify connected event to listeners.
2024-10-22 19:58:16 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9138e108-345a-4f05-9304-75db049682f2] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-22 19:58:16 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9138e108-345a-4f05-9304-75db049682f2] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$509/0x00000008003cb440
2024-10-22 19:58:16 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8082"]
2024-10-22 19:58:16 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8082 (http) with context path ''
2024-10-22 19:58:16 |INFO  |main |NacosServiceRegistry.java:75 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP search-service 192.168.31.1:8082 register finished
2024-10-22 19:58:17 |INFO  |nacos-grpc-client-executor-7 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9138e108-345a-4f05-9304-75db049682f2] Receive server push request, request = NotifySubscriberRequest, requestId = 28
2024-10-22 19:58:17 |INFO  |nacos-grpc-client-executor-7 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9138e108-345a-4f05-9304-75db049682f2] Ack server push request, request = NotifySubscriberRequest, requestId = 28
2024-10-22 19:58:17 |INFO  |main |DocumentationPluginsBootstrapper.java:93 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Documentation plugins bootstrapped
2024-10-22 19:58:17 |INFO  |main |AbstractDocumentationPluginsBootstrapper.java:79 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Found 2 custom documentation plugin(s)
2024-10-22 19:58:17 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-10-22 19:58:17 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-10-22 19:58:17 |INFO  |main |StartupInfoLogger.java:61 |com.bilibili.search.SearchApplication |Started SearchApplication in 15.767 seconds (JVM running for 16.917)
2024-10-22 19:58:17 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=search-service, group=DEFAULT_GROUP
2024-10-22 19:58:17 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=search-service.yaml, group=DEFAULT_GROUP
2024-10-22 19:58:17 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=search-service-dev.yaml, group=DEFAULT_GROUP
2024-10-22 19:58:19 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 859f042e-6b54-4861-8c56-50b6dc668e87_config-0
2024-10-22 19:58:19 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 13 ms to scan 1 urls, producing 3 keys and 6 values 
2024-10-22 19:58:19 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 4 keys and 9 values 
2024-10-22 19:58:19 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 3 keys and 10 values 
2024-10-22 19:58:19 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 1 keys and 5 values 
2024-10-22 19:58:19 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 1 keys and 7 values 
2024-10-22 19:58:19 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 2 keys and 8 values 
2024-10-22 19:58:19 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[859f042e-6b54-4861-8c56-50b6dc668e87_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-10-22 19:58:19 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[859f042e-6b54-4861-8c56-50b6dc668e87_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$449/0x0000000800387c40
2024-10-22 19:58:19 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[859f042e-6b54-4861-8c56-50b6dc668e87_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$450/0x0000000800387040
2024-10-22 19:58:19 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[859f042e-6b54-4861-8c56-50b6dc668e87_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-10-22 19:58:19 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[859f042e-6b54-4861-8c56-50b6dc668e87_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-10-22 19:58:19 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[859f042e-6b54-4861-8c56-50b6dc668e87_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-22 19:58:22 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[859f042e-6b54-4861-8c56-50b6dc668e87_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729598302818_221.4.34.75_62317
2024-10-22 19:58:22 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[859f042e-6b54-4861-8c56-50b6dc668e87_config-0] Notify connected event to listeners.
2024-10-22 19:58:22 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[859f042e-6b54-4861-8c56-50b6dc668e87_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-22 19:58:22 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[859f042e-6b54-4861-8c56-50b6dc668e87_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$464/0x00000008003f7040
2024-10-22 19:58:22 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-user-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-user-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-user-service,DEFAULT_GROUP'}]
2024-10-22 19:58:22 |INFO  |main |SpringApplication.java:637 |com.bilibili.user.UserApplication |The following 1 profile is active: "dev"
2024-10-22 19:58:23 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-22 19:58:23 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-10-22 19:58:23 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 4 ms. Found 0 Redis repository interfaces.
2024-10-22 19:58:23 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=308009e2-f423-3e03-aa80-ff5db63bd3d1
2024-10-22 19:58:23 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8081 (http)
2024-10-22 19:58:23 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8081"]
2024-10-22 19:58:23 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-10-22 19:58:23 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-10-22 19:58:23 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-10-22 19:58:23 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 947 ms
2024-10-22 19:58:23 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-10-22 19:58:23 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-10-22 19:58:26 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-10-22 19:58:27 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 9421b8d5-dd82-4419-9ad1-a77e056c50c1_config-0
2024-10-22 19:58:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 14 ms to scan 1 urls, producing 3 keys and 6 values 
2024-10-22 19:58:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 8 ms to scan 1 urls, producing 4 keys and 9 values 
2024-10-22 19:58:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 3 keys and 10 values 
2024-10-22 19:58:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 1 keys and 5 values 
2024-10-22 19:58:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 1 keys and 7 values 
2024-10-22 19:58:27 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 2 keys and 8 values 
2024-10-22 19:58:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9421b8d5-dd82-4419-9ad1-a77e056c50c1_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-10-22 19:58:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9421b8d5-dd82-4419-9ad1-a77e056c50c1_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$448/0x0000000800387040
2024-10-22 19:58:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9421b8d5-dd82-4419-9ad1-a77e056c50c1_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$449/0x0000000800387440
2024-10-22 19:58:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9421b8d5-dd82-4419-9ad1-a77e056c50c1_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-10-22 19:58:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9421b8d5-dd82-4419-9ad1-a77e056c50c1_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-10-22 19:58:27 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9421b8d5-dd82-4419-9ad1-a77e056c50c1_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-22 19:58:29 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 7d30f5aa-0c98-45d5-9722-eceb05505e0f
2024-10-22 19:58:29 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7d30f5aa-0c98-45d5-9722-eceb05505e0f] RpcClient init label, labels = {module=naming, source=sdk}
2024-10-22 19:58:29 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7d30f5aa-0c98-45d5-9722-eceb05505e0f] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-10-22 19:58:29 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7d30f5aa-0c98-45d5-9722-eceb05505e0f] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-10-22 19:58:29 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7d30f5aa-0c98-45d5-9722-eceb05505e0f] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-10-22 19:58:29 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7d30f5aa-0c98-45d5-9722-eceb05505e0f] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-22 19:58:29 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7d30f5aa-0c98-45d5-9722-eceb05505e0f] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729598309745_221.4.34.75_19390
2024-10-22 19:58:29 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7d30f5aa-0c98-45d5-9722-eceb05505e0f] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-22 19:58:29 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7d30f5aa-0c98-45d5-9722-eceb05505e0f] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$464/0x00000008003f7040
2024-10-22 19:58:29 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7d30f5aa-0c98-45d5-9722-eceb05505e0f] Notify connected event to listeners.
2024-10-22 19:58:29 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8081"]
2024-10-22 19:58:29 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8081 (http) with context path ''
2024-10-22 19:58:29 |INFO  |main |NacosServiceRegistry.java:75 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP user-service 192.168.31.1:8081 register finished
2024-10-22 19:58:30 |INFO  |nacos-grpc-client-executor-7 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7d30f5aa-0c98-45d5-9722-eceb05505e0f] Receive server push request, request = NotifySubscriberRequest, requestId = 29
2024-10-22 19:58:30 |INFO  |nacos-grpc-client-executor-7 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7d30f5aa-0c98-45d5-9722-eceb05505e0f] Ack server push request, request = NotifySubscriberRequest, requestId = 29
2024-10-22 19:58:30 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9421b8d5-dd82-4419-9ad1-a77e056c50c1_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729598310530_221.4.34.75_27205
2024-10-22 19:58:30 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9421b8d5-dd82-4419-9ad1-a77e056c50c1_config-0] Notify connected event to listeners.
