2024-11-10 20:20:01 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 7da91b1c-3e73-45cf-a8a5-07d542885f1b_config-0
2024-11-10 20:20:01 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7da91b1c-3e73-45cf-a8a5-07d542885f1b_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-11-10 20:20:01 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7da91b1c-3e73-45cf-a8a5-07d542885f1b_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-10 20:20:02 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of f0716fb2-cf46-4a62-a5a5-9423ecc2bbcc_config-0
2024-11-10 20:20:02 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 13 ms to scan 1 urls, producing 3 keys and 6 values 
2024-11-10 20:20:02 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 4 keys and 9 values 
2024-11-10 20:20:02 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 3 keys and 10 values 
2024-11-10 20:20:02 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 1 keys and 5 values 
2024-11-10 20:20:02 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 8 ms to scan 1 urls, producing 1 keys and 7 values 
2024-11-10 20:20:02 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 2 keys and 8 values 
2024-11-10 20:20:02 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f0716fb2-cf46-4a62-a5a5-9423ecc2bbcc_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-11-10 20:20:02 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7da91b1c-3e73-45cf-a8a5-07d542885f1b_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1731241203714_221.4.34.97_23131
2024-11-10 20:20:02 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f0716fb2-cf46-4a62-a5a5-9423ecc2bbcc_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$452/0x000000080038f040
2024-11-10 20:20:02 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f0716fb2-cf46-4a62-a5a5-9423ecc2bbcc_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$453/0x000000080038f440
2024-11-10 20:20:02 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7da91b1c-3e73-45cf-a8a5-07d542885f1b_config-0] Notify connected event to listeners.
2024-11-10 20:20:02 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7da91b1c-3e73-45cf-a8a5-07d542885f1b_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-10 20:20:02 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f0716fb2-cf46-4a62-a5a5-9423ecc2bbcc_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-11-10 20:20:02 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[7da91b1c-3e73-45cf-a8a5-07d542885f1b_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$467/0x00000008003ce440
2024-11-10 20:20:02 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f0716fb2-cf46-4a62-a5a5-9423ecc2bbcc_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-11-10 20:20:02 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f0716fb2-cf46-4a62-a5a5-9423ecc2bbcc_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-10 20:20:02 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-video-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-video-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-video-service,DEFAULT_GROUP'}]
2024-11-10 20:20:02 |INFO  |main |SpringApplication.java:637 |com.bilibili.video.VideoApplication |The following 1 profile is active: "dev"
2024-11-10 20:20:04 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-10 20:20:04 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-11-10 20:20:04 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f0716fb2-cf46-4a62-a5a5-9423ecc2bbcc_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1731241205005_221.4.34.97_13704
2024-11-10 20:20:04 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f0716fb2-cf46-4a62-a5a5-9423ecc2bbcc_config-0] Notify connected event to listeners.
2024-11-10 20:20:04 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f0716fb2-cf46-4a62-a5a5-9423ecc2bbcc_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-10 20:20:04 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[f0716fb2-cf46-4a62-a5a5-9423ecc2bbcc_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$467/0x00000008003ce440
2024-11-10 20:20:04 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2024-11-10 20:20:04 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-user-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-user-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-user-service,DEFAULT_GROUP'}]
2024-11-10 20:20:04 |INFO  |main |SpringApplication.java:637 |com.bilibili.user.UserApplication |The following 1 profile is active: "dev"
2024-11-10 20:20:04 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=95d1eaf0-77bd-32e5-a9e2-6b00100961e2
2024-11-10 20:20:04 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8080 (http)
2024-11-10 20:20:04 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8080"]
2024-11-10 20:20:04 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-11-10 20:20:04 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-11-10 20:20:05 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-10 20:20:05 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-11-10 20:20:05 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-11-10 20:20:05 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 2172 ms
2024-11-10 20:20:05 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2024-11-10 20:20:05 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-11-10 20:20:05 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-11-10 20:20:05 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=c2fac31a-82e4-3090-bc4a-62484834cf24
2024-11-10 20:20:05 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8081 (http)
2024-11-10 20:20:05 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8081"]
2024-11-10 20:20:05 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-11-10 20:20:05 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-11-10 20:20:05 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-11-10 20:20:05 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1552 ms
2024-11-10 20:20:06 |INFO  |main |FeignClientFactoryBean.java:418 |org.springframework.cloud.openfeign.FeignClientFactoryBean |For 'notice-service' URL not provided. Will try picking an instance via load-balancing.
2024-11-10 20:20:06 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-11-10 20:20:06 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-11-10 20:20:06 |INFO  |main |FeignClientFactoryBean.java:418 |org.springframework.cloud.openfeign.FeignClientFactoryBean |For 'notice-service' URL not provided. Will try picking an instance via load-balancing.
2024-11-10 20:20:06 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 3b5000c3-4eda-4f6f-a252-c955884d6eaa_config-0
2024-11-10 20:20:06 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 17 ms to scan 1 urls, producing 3 keys and 6 values 
2024-11-10 20:20:06 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 7 ms to scan 1 urls, producing 4 keys and 9 values 
2024-11-10 20:20:06 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 3 keys and 10 values 
2024-11-10 20:20:06 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 1 keys and 5 values 
2024-11-10 20:20:06 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 1 keys and 7 values 
2024-11-10 20:20:06 |INFO  |main |FeignClientFactoryBean.java:418 |org.springframework.cloud.openfeign.FeignClientFactoryBean |For 'search-service' URL not provided. Will try picking an instance via load-balancing.
2024-11-10 20:20:06 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 2 keys and 8 values 
2024-11-10 20:20:06 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[3b5000c3-4eda-4f6f-a252-c955884d6eaa_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-11-10 20:20:06 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[3b5000c3-4eda-4f6f-a252-c955884d6eaa_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$497/0x00000008003d7c40
2024-11-10 20:20:06 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[3b5000c3-4eda-4f6f-a252-c955884d6eaa_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$498/0x00000008003d7040
2024-11-10 20:20:06 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[3b5000c3-4eda-4f6f-a252-c955884d6eaa_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-11-10 20:20:06 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[3b5000c3-4eda-4f6f-a252-c955884d6eaa_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-11-10 20:20:06 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[3b5000c3-4eda-4f6f-a252-c955884d6eaa_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-10 20:20:07 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-11-10 20:20:07 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-11-10 20:20:08 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[3b5000c3-4eda-4f6f-a252-c955884d6eaa_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1731241208933_221.4.34.97_63248
2024-11-10 20:20:08 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[3b5000c3-4eda-4f6f-a252-c955884d6eaa_config-0] Notify connected event to listeners.
2024-11-10 20:20:08 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[3b5000c3-4eda-4f6f-a252-c955884d6eaa_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-10 20:20:08 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[3b5000c3-4eda-4f6f-a252-c955884d6eaa_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$512/0x00000008003d3040
2024-11-10 20:20:08 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-search-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-search-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-search-service,DEFAULT_GROUP'}]
2024-11-10 20:20:08 |INFO  |main |SpringApplication.java:637 |com.bilibili.search.SearchApplication |The following 1 profile is active: "dev"
2024-11-10 20:20:08 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 6d21e5d1-92e0-41e7-8f05-113fff68efe9
2024-11-10 20:20:08 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6d21e5d1-92e0-41e7-8f05-113fff68efe9] RpcClient init label, labels = {module=naming, source=sdk}
2024-11-10 20:20:08 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6d21e5d1-92e0-41e7-8f05-113fff68efe9] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-11-10 20:20:08 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6d21e5d1-92e0-41e7-8f05-113fff68efe9] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-11-10 20:20:08 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6d21e5d1-92e0-41e7-8f05-113fff68efe9] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-11-10 20:20:08 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6d21e5d1-92e0-41e7-8f05-113fff68efe9] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-10 20:20:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6d21e5d1-92e0-41e7-8f05-113fff68efe9] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1731241210012_221.4.34.97_29953
2024-11-10 20:20:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6d21e5d1-92e0-41e7-8f05-113fff68efe9] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-10 20:20:09 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6d21e5d1-92e0-41e7-8f05-113fff68efe9] Notify connected event to listeners.
2024-11-10 20:20:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6d21e5d1-92e0-41e7-8f05-113fff68efe9] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$467/0x00000008003ce440
2024-11-10 20:20:09 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8080"]
2024-11-10 20:20:09 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8080 (http) with context path ''
2024-11-10 20:20:09 |INFO  |main |NacosServiceRegistry.java:75 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP video-service 10.195.136.123:8080 register finished
2024-11-10 20:20:09 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-10 20:20:09 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2024-11-10 20:20:09 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 4 ms. Found 0 Elasticsearch repository interfaces.
2024-11-10 20:20:09 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-10 20:20:09 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2024-11-10 20:20:09 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 1 ms. Found 0 Reactive Elasticsearch repository interfaces.
2024-11-10 20:20:09 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-10 20:20:09 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-11-10 20:20:09 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 2 ms. Found 0 Redis repository interfaces.
2024-11-10 20:20:09 |INFO  |main |DocumentationPluginsBootstrapper.java:93 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Documentation plugins bootstrapped
2024-11-10 20:20:09 |INFO  |main |AbstractDocumentationPluginsBootstrapper.java:79 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Found 2 custom documentation plugin(s)
2024-11-10 20:20:09 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-11-10 20:20:09 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 8abe7834-b81e-4ae6-b105-29f30d1247ee
2024-11-10 20:20:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[8abe7834-b81e-4ae6-b105-29f30d1247ee] RpcClient init label, labels = {module=naming, source=sdk}
2024-11-10 20:20:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[8abe7834-b81e-4ae6-b105-29f30d1247ee] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-11-10 20:20:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[8abe7834-b81e-4ae6-b105-29f30d1247ee] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-11-10 20:20:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[8abe7834-b81e-4ae6-b105-29f30d1247ee] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-11-10 20:20:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[8abe7834-b81e-4ae6-b105-29f30d1247ee] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-10 20:20:09 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of cf817c32-8371-460e-9174-1d9a56ec7a11_config-0
2024-11-10 20:20:09 |INFO  |nacos-grpc-client-executor-8 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6d21e5d1-92e0-41e7-8f05-113fff68efe9] Receive server push request, request = NotifySubscriberRequest, requestId = 40
2024-11-10 20:20:09 |INFO  |nacos-grpc-client-executor-8 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6d21e5d1-92e0-41e7-8f05-113fff68efe9] Ack server push request, request = NotifySubscriberRequest, requestId = 40
2024-11-10 20:20:09 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 28 ms to scan 1 urls, producing 3 keys and 6 values 
2024-11-10 20:20:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[8abe7834-b81e-4ae6-b105-29f30d1247ee] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1731241210632_221.4.34.97_13730
2024-11-10 20:20:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[8abe7834-b81e-4ae6-b105-29f30d1247ee] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-10 20:20:09 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[8abe7834-b81e-4ae6-b105-29f30d1247ee] Notify connected event to listeners.
2024-11-10 20:20:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[8abe7834-b81e-4ae6-b105-29f30d1247ee] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$467/0x00000008003ce440
2024-11-10 20:20:09 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 11 ms to scan 1 urls, producing 4 keys and 9 values 
2024-11-10 20:20:09 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 3 keys and 10 values 
2024-11-10 20:20:09 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 30 ms to scan 1 urls, producing 1 keys and 5 values 
2024-11-10 20:20:09 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 12 ms to scan 1 urls, producing 1 keys and 7 values 
