2024-10-25 12:59:05 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of e1a81e26-984b-4ff9-8fbb-2f02014f2ea5_config-0
2024-10-25 12:59:14 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 4df258ca-ebbe-457d-84d2-438a943c3665
2024-10-25 12:59:14 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4df258ca-ebbe-457d-84d2-438a943c3665] RpcClient init label, labels = {module=naming, source=sdk}
2024-10-25 12:59:14 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4df258ca-ebbe-457d-84d2-438a943c3665] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-10-25 12:59:14 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4df258ca-ebbe-457d-84d2-438a943c3665] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-10-25 12:59:14 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4df258ca-ebbe-457d-84d2-438a943c3665] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-10-25 12:59:14 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4df258ca-ebbe-457d-84d2-438a943c3665] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-25 12:59:14 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4df258ca-ebbe-457d-84d2-438a943c3665] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729832355651_221.4.34.75_24079
2024-10-25 12:59:14 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4df258ca-ebbe-457d-84d2-438a943c3665] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-25 12:59:14 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4df258ca-ebbe-457d-84d2-438a943c3665] Notify connected event to listeners.
2024-10-25 12:59:14 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4df258ca-ebbe-457d-84d2-438a943c3665] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$464/0x00000008003f7040
2024-10-25 12:59:14 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8081"]
2024-10-25 12:59:14 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8081 (http) with context path ''
2024-10-25 12:59:14 |INFO  |main |NacosServiceRegistry.java:75 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP user-service 192.168.31.1:8081 register finished
2024-10-25 12:59:14 |INFO  |nacos-grpc-client-executor-6 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4df258ca-ebbe-457d-84d2-438a943c3665] Receive server push request, request = NotifySubscriberRequest, requestId = 6
2024-10-25 12:59:14 |INFO  |nacos-grpc-client-executor-6 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4df258ca-ebbe-457d-84d2-438a943c3665] Ack server push request, request = NotifySubscriberRequest, requestId = 6
2024-10-25 12:59:15 |INFO  |main |DocumentationPluginsBootstrapper.java:93 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Documentation plugins bootstrapped
2024-10-25 12:59:15 |INFO  |main |AbstractDocumentationPluginsBootstrapper.java:79 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Found 2 custom documentation plugin(s)
2024-10-25 12:59:15 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-10-25 12:59:15 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-10-25 12:59:15 |INFO  |main |StartupInfoLogger.java:61 |com.bilibili.user.UserApplication |Started UserCenterApplication in 12.346 seconds (JVM running for 13.641)
2024-10-25 12:59:15 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=user-service.yaml, group=DEFAULT_GROUP
2024-10-25 12:59:15 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=user-service-dev.yaml, group=DEFAULT_GROUP
2024-10-25 12:59:15 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=user-service, group=DEFAULT_GROUP
2024-10-25 12:59:31 |INFO  |SpringApplicationShutdownHook |NacosServiceRegistry.java:94 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |De-registering from Nacos Server now...
2024-10-25 12:59:31 |INFO  |SpringApplicationShutdownHook |NacosServiceRegistry.java:114 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |De-registration finished.
2024-10-25 12:59:32 |INFO  |SpringApplicationShutdownHook |RpcClient.java:454 |com.alibaba.nacos.common.remote.client |Shutdown rpc client, set status to shutdown
2024-10-25 12:59:32 |INFO  |SpringApplicationShutdownHook |RpcClient.java:456 |com.alibaba.nacos.common.remote.client |Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@4f39a454[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
2024-10-25 12:59:32 |INFO  |SpringApplicationShutdownHook |RpcClient.java:591 |com.alibaba.nacos.common.remote.client |Close current connection 1729832355651_221.4.34.75_24079
2024-10-25 12:59:32 |INFO  |nacos-grpc-client-executor-12 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client.grpc.GrpcClient |[1729832355651_221.4.34.75_24079]Ignore complete event,isRunning:false,isAbandon=false
2024-10-25 12:59:32 |INFO  |SpringApplicationShutdownHook |GrpcClient.java:85 |com.alibaba.nacos.common.remote.client.grpc.GrpcClient |Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@7415592[Running, pool size = 5, active threads = 0, queued tasks = 0, completed tasks = 13]
2024-10-25 12:59:32 |INFO  |SpringApplicationShutdownHook |DruidDataSource.java:2063 |com.alibaba.druid.pool.DruidDataSource |{dataSource-0} closing ...
2024-10-25 13:00:03 |INFO  |background-preinit |Version.java:21 |org.hibernate.validator.internal.util.Version |HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 13:00:04 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 6278aadb-54ed-4201-bd61-3d2f83ca3011_config-0
2024-10-25 13:00:04 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 14 ms to scan 1 urls, producing 3 keys and 6 values 
2024-10-25 13:00:04 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 7 ms to scan 1 urls, producing 4 keys and 9 values 
2024-10-25 13:00:04 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 3 keys and 10 values 
2024-10-25 13:00:04 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 1 keys and 5 values 
2024-10-25 13:00:04 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 1 keys and 7 values 
2024-10-25 13:00:04 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 2 keys and 8 values 
2024-10-25 13:00:04 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6278aadb-54ed-4201-bd61-3d2f83ca3011_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-10-25 13:00:04 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6278aadb-54ed-4201-bd61-3d2f83ca3011_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$459/0x00000008003ff040
2024-10-25 13:00:04 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6278aadb-54ed-4201-bd61-3d2f83ca3011_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$460/0x00000008003ff440
2024-10-25 13:00:04 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6278aadb-54ed-4201-bd61-3d2f83ca3011_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-10-25 13:00:04 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6278aadb-54ed-4201-bd61-3d2f83ca3011_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-10-25 13:00:04 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6278aadb-54ed-4201-bd61-3d2f83ca3011_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-25 13:00:07 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6278aadb-54ed-4201-bd61-3d2f83ca3011_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729832409093_221.4.34.75_47128
2024-10-25 13:00:07 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6278aadb-54ed-4201-bd61-3d2f83ca3011_config-0] Notify connected event to listeners.
2024-10-25 13:00:07 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6278aadb-54ed-4201-bd61-3d2f83ca3011_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-25 13:00:07 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[6278aadb-54ed-4201-bd61-3d2f83ca3011_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$474/0x00000008003fb440
2024-10-25 13:00:07 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-gateway-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-gateway-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-gateway-service,DEFAULT_GROUP'}]
2024-10-25 13:00:07 |INFO  |main |SpringApplication.java:637 |com.bilibili.gateway.GatewayApplication |The following 1 profile is active: "dev"
2024-10-25 13:00:09 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-25 13:00:09 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-10-25 13:00:09 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2024-10-25 13:00:09 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=aa0cd8ab-ddac-3144-96bb-40f0e4b3d38c
2024-10-25 13:00:10 |INFO  |main |PostProcessorRegistrationDelegate.java:376 |org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker |Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-10-25 13:00:10 |INFO  |main |PostProcessorRegistrationDelegate.java:376 |org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker |Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-10-25 13:00:10 |INFO  |main |PostProcessorRegistrationDelegate.java:376 |org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker |Bean 'reactorDeferringLoadBalancerExchangeFilterFunction' of type [org.springframework.cloud.client.loadbalancer.reactive.DeferringLoadBalancerExchangeFilterFunction] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-10-25 13:00:10 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8085 (http)
2024-10-25 13:00:10 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8085"]
2024-10-25 13:00:10 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-10-25 13:00:10 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-10-25 13:00:10 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-10-25 13:00:10 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 2646 ms
2024-10-25 13:00:12 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Stopping service [Tomcat]
2024-10-25 13:00:12 |INFO  |main |ConditionEvaluationReportLoggingListener.java:136 |org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener |

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2024-10-25 13:01:44 |INFO  |background-preinit |Version.java:21 |org.hibernate.validator.internal.util.Version |HV000001: Hibernate Validator 6.2.5.Final
2024-10-25 13:01:45 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 73aa099c-3e5e-4743-95e9-247dc3440441_config-0
2024-10-25 13:01:45 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 14 ms to scan 1 urls, producing 3 keys and 6 values 
2024-10-25 13:01:45 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 9 ms to scan 1 urls, producing 4 keys and 9 values 
2024-10-25 13:01:45 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 3 keys and 10 values 
2024-10-25 13:01:45 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 3 ms to scan 1 urls, producing 1 keys and 5 values 
2024-10-25 13:01:45 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 1 keys and 7 values 
2024-10-25 13:01:45 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 2 keys and 8 values 
2024-10-25 13:01:45 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[73aa099c-3e5e-4743-95e9-247dc3440441_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-10-25 13:01:45 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[73aa099c-3e5e-4743-95e9-247dc3440441_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$459/0x00000008003ff040
2024-10-25 13:01:45 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[73aa099c-3e5e-4743-95e9-247dc3440441_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$460/0x00000008003ff440
2024-10-25 13:01:45 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[73aa099c-3e5e-4743-95e9-247dc3440441_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-10-25 13:01:45 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[73aa099c-3e5e-4743-95e9-247dc3440441_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-10-25 13:01:45 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[73aa099c-3e5e-4743-95e9-247dc3440441_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-25 13:01:47 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[73aa099c-3e5e-4743-95e9-247dc3440441_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729832509217_221.4.34.75_22911
2024-10-25 13:01:47 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[73aa099c-3e5e-4743-95e9-247dc3440441_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-25 13:01:47 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[73aa099c-3e5e-4743-95e9-247dc3440441_config-0] Notify connected event to listeners.
2024-10-25 13:01:47 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[73aa099c-3e5e-4743-95e9-247dc3440441_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$474/0x00000008003fb440
2024-10-25 13:01:47 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-gateway-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-gateway-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-gateway-service,DEFAULT_GROUP'}]
2024-10-25 13:01:47 |INFO  |main |SpringApplication.java:637 |com.bilibili.gateway.GatewayApplication |The following 1 profile is active: "dev"
2024-10-25 13:01:48 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-25 13:01:48 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-10-25 13:01:48 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2024-10-25 13:01:48 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=dd9cda7e-b84f-3f99-9939-cfb9b44f7046
2024-10-25 13:01:48 |INFO  |main |PostProcessorRegistrationDelegate.java:376 |org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker |Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
