2024-11-01 22:35:21 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of bbb6b14f-54a3-41fc-9d77-137ea2856c0d_config-0
2024-11-01 22:35:23 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[bbb6b14f-54a3-41fc-9d77-137ea2856c0d_config-0] Notify connected event to listeners.
2024-11-01 22:35:23 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[bbb6b14f-54a3-41fc-9d77-137ea2856c0d_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$468/0x00000008003c3c40
2024-11-01 22:35:23 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[user-service] & group[DEFAULT_GROUP]
2024-11-01 22:35:23 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[user-service.yaml] & group[DEFAULT_GROUP]
2024-11-01 22:35:23 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[user-service-dev.yaml] & group[DEFAULT_GROUP]
2024-11-01 22:35:23 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-user-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-user-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-user-service,DEFAULT_GROUP'}]
2024-11-01 22:35:23 |INFO  |main |SpringApplication.java:637 |com.bilibili.user.UserCenterApplication |The following 1 profile is active: "dev"
2024-11-01 22:35:23 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 5cbe4605-1f8c-483f-860c-9c9fa3d8db69_config-0
2024-11-01 22:35:23 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 20 ms to scan 1 urls, producing 3 keys and 6 values 
2024-11-01 22:35:23 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 4 keys and 9 values 
2024-11-01 22:35:23 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 3 keys and 10 values 
2024-11-01 22:35:23 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-11-01 22:35:23 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 1 keys and 5 values 
2024-11-01 22:35:23 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 1 keys and 7 values 
2024-11-01 22:35:23 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 2 keys and 8 values 
2024-11-01 22:35:23 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-11-01 22:35:23 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[5cbe4605-1f8c-483f-860c-9c9fa3d8db69_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-11-01 22:35:23 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[5cbe4605-1f8c-483f-860c-9c9fa3d8db69_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$497/0x00000008003d7c40
2024-11-01 22:35:23 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[5cbe4605-1f8c-483f-860c-9c9fa3d8db69_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$498/0x00000008003d7040
2024-11-01 22:35:23 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[5cbe4605-1f8c-483f-860c-9c9fa3d8db69_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-11-01 22:35:23 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[5cbe4605-1f8c-483f-860c-9c9fa3d8db69_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-11-01 22:35:23 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[5cbe4605-1f8c-483f-860c-9c9fa3d8db69_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-01 22:35:24 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-01 22:35:24 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-11-01 22:35:24 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
2024-11-01 22:35:24 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=d2554b35-a19b-35b4-9ec3-722ab5bb233b
2024-11-01 22:35:24 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8081 (http)
2024-11-01 22:35:24 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8081"]
2024-11-01 22:35:24 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-11-01 22:35:24 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-11-01 22:35:24 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-11-01 22:35:24 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1350 ms
2024-11-01 22:35:24 |INFO  |main |FeignClientFactoryBean.java:418 |org.springframework.cloud.openfeign.FeignClientFactoryBean |For 'notice-service' URL not provided. Will try picking an instance via load-balancing.
2024-11-01 22:35:25 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-11-01 22:35:25 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[5cbe4605-1f8c-483f-860c-9c9fa3d8db69_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1730471725735_221.4.34.226_52337
2024-11-01 22:35:25 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[5cbe4605-1f8c-483f-860c-9c9fa3d8db69_config-0] Notify connected event to listeners.
2024-11-01 22:35:25 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[5cbe4605-1f8c-483f-860c-9c9fa3d8db69_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-01 22:35:25 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[5cbe4605-1f8c-483f-860c-9c9fa3d8db69_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$512/0x00000008003d3040
2024-11-01 22:35:25 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-11-01 22:35:25 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[search-service] & group[DEFAULT_GROUP]
2024-11-01 22:35:25 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[search-service.yaml] & group[DEFAULT_GROUP]
2024-11-01 22:35:25 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[search-service-dev.yaml] & group[DEFAULT_GROUP]
2024-11-01 22:35:25 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-search-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-search-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-search-service,DEFAULT_GROUP'}]
2024-11-01 22:35:25 |INFO  |main |SpringApplication.java:637 |com.bilibili.search.SearchApplication |The following 1 profile is active: "dev"
2024-11-01 22:35:25 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-01 22:35:25 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2024-11-01 22:35:25 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 5 ms. Found 0 Elasticsearch repository interfaces.
2024-11-01 22:35:25 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-01 22:35:25 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2024-11-01 22:35:25 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 4 ms. Found 0 Reactive Elasticsearch repository interfaces.
2024-11-01 22:35:25 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-01 22:35:25 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-11-01 22:35:25 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 3 ms. Found 0 Redis repository interfaces.
2024-11-01 22:35:26 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=404b0189-9db9-3a47-abe2-916bbc6e6efd
2024-11-01 22:35:26 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-11-01 22:35:26 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8082 (http)
2024-11-01 22:35:26 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8082"]
2024-11-01 22:35:26 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-11-01 22:35:26 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-11-01 22:35:26 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-11-01 22:35:26 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1628 ms
2024-11-01 22:35:27 |WARN  |pool-4-thread-1 |ZipkinAutoConfiguration.java:164 |org.springframework.cloud.sleuth.autoconfig.zipkin2.ZipkinAutoConfiguration |Check result of the [RestTemplateSender{http://localhost:9411/api/v2/spans}] contains an error [CheckResult{ok=false, error=org.springframework.web.client.ResourceAccessException: I/O error on POST request for "http://localhost:9411/api/v2/spans": Connection refused: connect; nested exception is java.net.ConnectException: Connection refused: connect}]
2024-11-01 22:35:27 |INFO  |background-preinit |Version.java:21 |org.hibernate.validator.internal.util.Version |HV000001: Hibernate Validator 6.2.5.Final
2024-11-01 22:35:27 |INFO  |main |ElasticsearchClientConfig.java:55 |com.bilibili.search.config.ElasticsearchClientConfig |Connecting Elasticsearch...
2024-11-01 22:35:27 |INFO  |main |ElasticsearchClientConfig.java:70 |com.bilibili.search.config.ElasticsearchClientConfig |Elasticsearch Connected!
2024-11-01 22:35:27 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-11-01 22:35:27 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-11-01 22:35:28 |WARN  |main |LoadBalancerCacheAutoConfiguration.java:82 |org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger |Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-11-01 22:35:28 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 86a89077-dad3-4e94-b213-302d0f6f2bbd_config-0
2024-11-01 22:35:28 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 14 ms to scan 1 urls, producing 3 keys and 6 values 
2024-11-01 22:35:28 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 7 ms to scan 1 urls, producing 4 keys and 9 values 
2024-11-01 22:35:28 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 3 keys and 10 values 
2024-11-01 22:35:28 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-11-01 22:35:28 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 1 keys and 5 values 
2024-11-01 22:35:28 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 11 ms to scan 1 urls, producing 1 keys and 7 values 
2024-11-01 22:35:28 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 2 keys and 8 values 
2024-11-01 22:35:28 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[86a89077-dad3-4e94-b213-302d0f6f2bbd_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[86a89077-dad3-4e94-b213-302d0f6f2bbd_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$461/0x0000000800407040
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[86a89077-dad3-4e94-b213-302d0f6f2bbd_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$462/0x0000000800407440
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[86a89077-dad3-4e94-b213-302d0f6f2bbd_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[86a89077-dad3-4e94-b213-302d0f6f2bbd_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[86a89077-dad3-4e94-b213-302d0f6f2bbd_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-01 22:35:28 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4] RpcClient init label, labels = {module=naming, source=sdk}
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1730471729217_221.4.34.226_22123
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-01 22:35:28 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$468/0x00000008003c3c40
2024-11-01 22:35:28 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4] Notify connected event to listeners.
2024-11-01 22:35:28 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8081"]
2024-11-01 22:35:28 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8081 (http) with context path ''
2024-11-01 22:35:28 |INFO  |main |NacosServiceRegistry.java:75 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP user-service 169.254.31.187:8081 register finished
2024-11-01 22:35:29 |INFO  |main |DocumentationPluginsBootstrapper.java:93 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Documentation plugins bootstrapped
2024-11-01 22:35:29 |INFO  |main |AbstractDocumentationPluginsBootstrapper.java:79 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Found 2 custom documentation plugin(s)
2024-11-01 22:35:29 |INFO  |nacos-grpc-client-executor-6 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4] Receive server push request, request = NotifySubscriberRequest, requestId = 26
2024-11-01 22:35:29 |INFO  |nacos-grpc-client-executor-6 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[cfb5a3df-ae7e-48ac-9c1f-aa0633a78dd4] Ack server push request, request = NotifySubscriberRequest, requestId = 26
2024-11-01 22:35:29 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-11-01 22:35:29 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-11-01 22:35:29 |INFO  |main |StartupInfoLogger.java:61 |com.bilibili.user.UserCenterApplication |Started UserCenterApplication in 8.734 seconds (JVM running for 9.549)
2024-11-01 22:35:29 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=user-service.yaml, group=DEFAULT_GROUP
2024-11-01 22:35:29 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=user-service-dev.yaml, group=DEFAULT_GROUP
2024-11-01 22:35:29 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=user-service, group=DEFAULT_GROUP
2024-11-01 22:35:29 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[86a89077-dad3-4e94-b213-302d0f6f2bbd_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1730471730647_221.4.34.226_22134
2024-11-01 22:35:29 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[86a89077-dad3-4e94-b213-302d0f6f2bbd_config-0] Notify connected event to listeners.
2024-11-01 22:35:29 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[86a89077-dad3-4e94-b213-302d0f6f2bbd_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-01 22:35:29 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[86a89077-dad3-4e94-b213-302d0f6f2bbd_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$476/0x0000000800403440
2024-11-01 22:35:30 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[notice-service] & group[DEFAULT_GROUP]
2024-11-01 22:35:30 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[notice-service.yaml] & group[DEFAULT_GROUP]
2024-11-01 22:35:30 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[notice-service-dev.yaml] & group[DEFAULT_GROUP]
