2024-11-05 19:33:04 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 4da7a5cf-04fb-4531-9145-8ab67e3a9f80_config-0
2024-11-05 19:33:04 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4da7a5cf-04fb-4531-9145-8ab67e3a9f80_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-11-05 19:33:04 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4da7a5cf-04fb-4531-9145-8ab67e3a9f80_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-05 19:33:06 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4da7a5cf-04fb-4531-9145-8ab67e3a9f80_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1730806388268_120.238.248.15_4562
2024-11-05 19:33:06 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4da7a5cf-04fb-4531-9145-8ab67e3a9f80_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-05 19:33:06 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4da7a5cf-04fb-4531-9145-8ab67e3a9f80_config-0] Notify connected event to listeners.
2024-11-05 19:33:06 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[4da7a5cf-04fb-4531-9145-8ab67e3a9f80_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$468/0x0000000800392c40
2024-11-05 19:33:06 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[video-service] & group[DEFAULT_GROUP]
2024-11-05 19:33:06 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[video-service.yaml] & group[DEFAULT_GROUP]
2024-11-05 19:33:06 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[video-service-dev.yaml] & group[DEFAULT_GROUP]
2024-11-05 19:33:06 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-video-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-video-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-video-service,DEFAULT_GROUP'}]
2024-11-05 19:33:06 |INFO  |main |SpringApplication.java:637 |com.bilibili.video.VideoApplication |The following 1 profile is active: "dev"
2024-11-05 19:33:07 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 89734deb-9ac3-46b4-be6a-aed71d7c01c4_config-0
2024-11-05 19:33:07 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 14 ms to scan 1 urls, producing 3 keys and 6 values 
2024-11-05 19:33:07 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 7 ms to scan 1 urls, producing 4 keys and 9 values 
2024-11-05 19:33:07 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 7 ms to scan 1 urls, producing 3 keys and 10 values 
2024-11-05 19:33:07 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-11-05 19:33:07 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 1 keys and 5 values 
2024-11-05 19:33:07 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 1 keys and 7 values 
2024-11-05 19:33:07 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 7 ms to scan 1 urls, producing 2 keys and 8 values 
2024-11-05 19:33:07 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-11-05 19:33:07 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[89734deb-9ac3-46b4-be6a-aed71d7c01c4_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-11-05 19:33:07 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[89734deb-9ac3-46b4-be6a-aed71d7c01c4_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$452/0x000000080038f040
2024-11-05 19:33:07 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[89734deb-9ac3-46b4-be6a-aed71d7c01c4_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$453/0x000000080038f440
2024-11-05 19:33:07 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[89734deb-9ac3-46b4-be6a-aed71d7c01c4_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-11-05 19:33:07 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[89734deb-9ac3-46b4-be6a-aed71d7c01c4_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-11-05 19:33:07 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[89734deb-9ac3-46b4-be6a-aed71d7c01c4_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-05 19:33:07 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-05 19:33:07 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-11-05 19:33:07 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
2024-11-05 19:33:07 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=95d1eaf0-77bd-32e5-a9e2-6b00100961e2
2024-11-05 19:33:08 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8080 (http)
2024-11-05 19:33:08 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8080"]
2024-11-05 19:33:08 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-11-05 19:33:08 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-11-05 19:33:08 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-11-05 19:33:08 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1562 ms
2024-11-05 19:33:08 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-11-05 19:33:08 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-11-05 19:33:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[89734deb-9ac3-46b4-be6a-aed71d7c01c4_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1730806390909_120.238.248.15_35692
2024-11-05 19:33:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[89734deb-9ac3-46b4-be6a-aed71d7c01c4_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-05 19:33:09 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[89734deb-9ac3-46b4-be6a-aed71d7c01c4_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$467/0x00000008003ce440
2024-11-05 19:33:09 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[89734deb-9ac3-46b4-be6a-aed71d7c01c4_config-0] Notify connected event to listeners.
2024-11-05 19:33:09 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[user-service] & group[DEFAULT_GROUP]
2024-11-05 19:33:09 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[user-service.yaml] & group[DEFAULT_GROUP]
2024-11-05 19:33:09 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[user-service-dev.yaml] & group[DEFAULT_GROUP]
2024-11-05 19:33:09 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-user-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-user-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-user-service,DEFAULT_GROUP'}]
2024-11-05 19:33:09 |INFO  |main |SpringApplication.java:637 |com.bilibili.user.UserApplication |The following 1 profile is active: "dev"
2024-11-05 19:33:09 |INFO  |main |FeignClientFactoryBean.java:418 |org.springframework.cloud.openfeign.FeignClientFactoryBean |For 'notice-service' URL not provided. Will try picking an instance via load-balancing.
2024-11-05 19:33:09 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-11-05 19:33:09 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-11-05 19:33:09 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of ac2370bc-6ed0-4b7b-ba9e-bf884c1860db_config-0
2024-11-05 19:33:09 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 9 ms. Found 0 Redis repository interfaces.
2024-11-05 19:33:10 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 22 ms to scan 1 urls, producing 3 keys and 6 values 
2024-11-05 19:33:10 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 8 ms to scan 1 urls, producing 4 keys and 9 values 
2024-11-05 19:33:10 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 3 keys and 10 values 
2024-11-05 19:33:10 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-11-05 19:33:10 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 1 keys and 5 values 
2024-11-05 19:33:10 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 1 keys and 7 values 
2024-11-05 19:33:10 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 2 keys and 8 values 
2024-11-05 19:33:10 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-11-05 19:33:10 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[ac2370bc-6ed0-4b7b-ba9e-bf884c1860db_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-11-05 19:33:10 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[ac2370bc-6ed0-4b7b-ba9e-bf884c1860db_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$497/0x00000008003dfc40
2024-11-05 19:33:10 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[ac2370bc-6ed0-4b7b-ba9e-bf884c1860db_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$498/0x00000008003df040
2024-11-05 19:33:10 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[ac2370bc-6ed0-4b7b-ba9e-bf884c1860db_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-11-05 19:33:10 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[ac2370bc-6ed0-4b7b-ba9e-bf884c1860db_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-11-05 19:33:10 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[ac2370bc-6ed0-4b7b-ba9e-bf884c1860db_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-05 19:33:10 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=b0cf49a9-6305-31b0-a663-baea9e606259
2024-11-05 19:33:10 |INFO  |main |FeignClientFactoryBean.java:418 |org.springframework.cloud.openfeign.FeignClientFactoryBean |For 'search-service' URL not provided. Will try picking an instance via load-balancing.
2024-11-05 19:33:10 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8081 (http)
2024-11-05 19:33:10 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8081"]
2024-11-05 19:33:10 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-11-05 19:33:10 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-11-05 19:33:10 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-11-05 19:33:10 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1342 ms
2024-11-05 19:33:10 |INFO  |main |FeignClientFactoryBean.java:418 |org.springframework.cloud.openfeign.FeignClientFactoryBean |For 'notice-service' URL not provided. Will try picking an instance via load-balancing.
2024-11-05 19:33:10 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-11-05 19:33:10 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-11-05 19:33:11 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[ac2370bc-6ed0-4b7b-ba9e-bf884c1860db_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1730806393938_120.238.248.15_4601
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[ac2370bc-6ed0-4b7b-ba9e-bf884c1860db_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-05 19:33:12 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[ac2370bc-6ed0-4b7b-ba9e-bf884c1860db_config-0] Notify connected event to listeners.
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[ac2370bc-6ed0-4b7b-ba9e-bf884c1860db_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$512/0x00000008003db040
2024-11-05 19:33:12 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[search-service] & group[DEFAULT_GROUP]
2024-11-05 19:33:12 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[search-service.yaml] & group[DEFAULT_GROUP]
2024-11-05 19:33:12 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 9763c169-46e4-4372-9338-b05ad9253382_config-0
2024-11-05 19:33:12 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[search-service-dev.yaml] & group[DEFAULT_GROUP]
2024-11-05 19:33:12 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-search-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-search-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-search-service,DEFAULT_GROUP'}]
2024-11-05 19:33:12 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 17 ms to scan 1 urls, producing 3 keys and 6 values 
2024-11-05 19:33:12 |INFO  |main |SpringApplication.java:637 |com.bilibili.search.SearchApplication |The following 1 profile is active: "dev"
2024-11-05 19:33:12 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 6 ms to scan 1 urls, producing 4 keys and 9 values 
2024-11-05 19:33:12 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 3 keys and 10 values 
2024-11-05 19:33:12 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-11-05 19:33:12 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 7 ms to scan 1 urls, producing 1 keys and 5 values 
2024-11-05 19:33:12 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 1 keys and 7 values 
2024-11-05 19:33:12 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 2 keys and 8 values 
2024-11-05 19:33:12 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9763c169-46e4-4372-9338-b05ad9253382_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9763c169-46e4-4372-9338-b05ad9253382_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$451/0x000000080038fc40
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9763c169-46e4-4372-9338-b05ad9253382_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$452/0x000000080038f040
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9763c169-46e4-4372-9338-b05ad9253382_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9763c169-46e4-4372-9338-b05ad9253382_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[9763c169-46e4-4372-9338-b05ad9253382_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-05 19:33:12 |WARN  |main |LoadBalancerCacheAutoConfiguration.java:82 |org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger |Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-11-05 19:33:12 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 210e8635-8d68-4262-af8b-0acb4844eccf
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[210e8635-8d68-4262-af8b-0acb4844eccf] RpcClient init label, labels = {module=naming, source=sdk}
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[210e8635-8d68-4262-af8b-0acb4844eccf] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[210e8635-8d68-4262-af8b-0acb4844eccf] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[210e8635-8d68-4262-af8b-0acb4844eccf] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-11-05 19:33:12 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[210e8635-8d68-4262-af8b-0acb4844eccf] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-11-05 19:33:13 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[210e8635-8d68-4262-af8b-0acb4844eccf] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1730806394793_120.238.248.15_36288
2024-11-05 19:33:13 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[210e8635-8d68-4262-af8b-0acb4844eccf] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-11-05 19:33:13 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[210e8635-8d68-4262-af8b-0acb4844eccf] Notify connected event to listeners.
2024-11-05 19:33:13 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[210e8635-8d68-4262-af8b-0acb4844eccf] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$468/0x0000000800392c40
2024-11-05 19:33:13 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8080"]
2024-11-05 19:33:13 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8080 (http) with context path ''
2024-11-05 19:33:13 |INFO  |main |NacosServiceRegistry.java:75 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP video-service 192.168.213.1:8080 register finished
2024-11-05 19:33:13 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
