2024-10-21 11:54:26 |INFO  |background-preinit |Version.java:21 |org.hibernate.validator.internal.util.Version |HV000001: Hibernate Validator 6.2.5.Final
2024-10-21 11:54:30 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource {name='bootstrapProperties-notice-service-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-notice-service.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-notice-service,DEFAULT_GROUP'}]
2024-10-21 11:54:30 |INFO  |main |SpringApplication.java:637 |com.bilibili.notice.NoticeApplication |The following 1 profile is active: "dev"
2024-10-21 11:54:30 |INFO  |main |RepositoryConfigurationDelegate.java:262 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Multiple Spring Data modules found, entering strict repository configuration mode
2024-10-21 11:54:30 |INFO  |main |RepositoryConfigurationDelegate.java:132 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-10-21 11:54:30 |INFO  |main |RepositoryConfigurationDelegate.java:201 |org.springframework.data.repository.config.RepositoryConfigurationDelegate |Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
2024-10-21 11:54:30 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=f5715af8-3ece-37e2-8a89-06d895dbce37
2024-10-21 11:54:31 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8084 (http)
2024-10-21 11:54:31 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8084"]
2024-10-21 11:54:31 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2024-10-21 11:54:31 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.75]
2024-10-21 11:54:31 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2024-10-21 11:54:31 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 1486 ms
2024-10-21 11:54:31 |WARN  |pool-4-thread-1 |ZipkinAutoConfiguration.java:164 |org.springframework.cloud.sleuth.autoconfig.zipkin2.ZipkinAutoConfiguration |Check result of the [RestTemplateSender{http://localhost:9411/api/v2/spans}] contains an error [CheckResult{ok=false, error=org.springframework.web.client.ResourceAccessException: I/O error on POST request for "http://localhost:9411/api/v2/spans": Connection refused: connect; nested exception is java.net.ConnectException: Connection refused: connect}]
2024-10-21 11:54:33 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join properties config complete
2024-10-21 11:54:33 |INFO  |main |MybatisPlusJoinAutoConfiguration.java:140 |com.github.yulichang.autoconfigure.MybatisPlusJoinAutoConfiguration |mybatis plus join SqlInjector init
2024-10-21 11:54:37 |INFO  |main |WebMvcPropertySourcedRequestMappingHandlerMapping.java:69 |springfox.documentation.spring.web.WebMvcPropertySourcedRequestMappingHandlerMapping |Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
2024-10-21 11:54:40 |WARN  |main |LoadBalancerCacheAutoConfiguration.java:82 |org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger |Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2024-10-21 11:54:42 |INFO  |main |DefaultRocketMQListenerContainer.java:290 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |running container: DefaultRocketMQListenerContainer{consumerGroup='mysql-es-group', nameServer='8.138.31.44:9876', topic='mysqlToEs', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-10-21 11:54:42 |INFO  |main |ListenerContainerConfiguration.java:127 |org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration |Register the listener to container, listenerBeanName:mysqlToEsConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_1
2024-10-21 11:54:44 |INFO  |main |DefaultRocketMQListenerContainer.java:290 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |running container: DefaultRocketMQListenerContainer{consumerGroup='comment-group', nameServer='8.138.31.44:9876', topic='comment', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-10-21 11:54:44 |INFO  |main |ListenerContainerConfiguration.java:127 |org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration |Register the listener to container, listenerBeanName:commentConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_2
2024-10-21 11:54:45 |INFO  |main |DefaultRocketMQListenerContainer.java:290 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |running container: DefaultRocketMQListenerContainer{consumerGroup='like-group', nameServer='8.138.31.44:9876', topic='like', consumeMode=ORDERLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-10-21 11:54:45 |INFO  |main |ListenerContainerConfiguration.java:127 |org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration |Register the listener to container, listenerBeanName:likeConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_3
2024-10-21 11:54:47 |INFO  |main |DefaultRocketMQListenerContainer.java:290 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |running container: DefaultRocketMQListenerContainer{consumerGroup='dynamic-group', nameServer='8.138.31.44:9876', topic='dynamic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-10-21 11:54:47 |INFO  |main |ListenerContainerConfiguration.java:127 |org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration |Register the listener to container, listenerBeanName:dynamicConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_4
2024-10-21 11:54:49 |INFO  |main |DefaultRocketMQListenerContainer.java:290 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |running container: DefaultRocketMQListenerContainer{consumerGroup='video-encode-group', nameServer='8.138.31.44:9876', topic='video-encode', consumeMode=ORDERLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-10-21 11:54:49 |INFO  |main |ListenerContainerConfiguration.java:127 |org.apache.rocketmq.spring.autoconfigure.ListenerContainerConfiguration |Register the listener to container, listenerBeanName:videoEncodeConsumer, containerBeanName:org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer_5
2024-10-21 11:54:49 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of af761113-c0dc-408d-939c-9fdbcd146535
2024-10-21 11:54:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[af761113-c0dc-408d-939c-9fdbcd146535] RpcClient init label, labels = {module=naming, source=sdk}
2024-10-21 11:54:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[af761113-c0dc-408d-939c-9fdbcd146535] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2024-10-21 11:54:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[af761113-c0dc-408d-939c-9fdbcd146535] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2024-10-21 11:54:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[af761113-c0dc-408d-939c-9fdbcd146535] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2024-10-21 11:54:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[af761113-c0dc-408d-939c-9fdbcd146535] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-21 11:54:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[af761113-c0dc-408d-939c-9fdbcd146535] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729482890120_221.4.34.204_61758
2024-10-21 11:54:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[af761113-c0dc-408d-939c-9fdbcd146535] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-21 11:54:49 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[af761113-c0dc-408d-939c-9fdbcd146535] Notify connected event to listeners.
2024-10-21 11:54:49 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[af761113-c0dc-408d-939c-9fdbcd146535] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$473/0x0000000800403840
2024-10-21 11:54:49 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8084"]
2024-10-21 11:54:49 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8084 (http) with context path ''
2024-10-21 11:54:49 |INFO  |main |NacosServiceRegistry.java:75 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP notice-service 192.168.31.1:8084 register finished
2024-10-21 11:54:50 |INFO  |nacos-grpc-client-executor-6 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[af761113-c0dc-408d-939c-9fdbcd146535] Receive server push request, request = NotifySubscriberRequest, requestId = 19
2024-10-21 11:54:50 |INFO  |nacos-grpc-client-executor-6 |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[af761113-c0dc-408d-939c-9fdbcd146535] Ack server push request, request = NotifySubscriberRequest, requestId = 19
2024-10-21 11:54:50 |INFO  |main |DocumentationPluginsBootstrapper.java:93 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Documentation plugins bootstrapped
2024-10-21 11:54:50 |INFO  |main |AbstractDocumentationPluginsBootstrapper.java:79 |springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper |Found 2 custom documentation plugin(s)
2024-10-21 11:54:50 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-10-21 11:54:50 |INFO  |main |ApiListingReferenceScanner.java:44 |springfox.documentation.spring.web.scanners.ApiListingReferenceScanner |Scanning for api listing references
2024-10-21 11:54:50 |INFO  |main |StartupInfoLogger.java:61 |com.bilibili.notice.NoticeApplication |Started NoticeApplication in 25.685 seconds (JVM running for 26.946)
2024-10-21 11:54:50 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=notice-service, group=DEFAULT_GROUP
2024-10-21 11:54:50 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=notice-service-dev.yaml, group=DEFAULT_GROUP
2024-10-21 11:54:50 |INFO  |main |NacosContextRefresher.java:129 |com.alibaba.cloud.nacos.refresh.NacosContextRefresher |[Nacos Config] Listening config: dataId=notice-service.yaml, group=DEFAULT_GROUP
2024-10-21 17:44:06 |INFO  |Thread-5 |TimeBasedFilter.java:34 |com.bilibili.common.filter.TimeBasedFilter |






2024-10-21 17:44:06 |INFO  |Thread-1 |TimeBasedFilter.java:34 |com.bilibili.common.filter.TimeBasedFilter |






2024-10-21 17:44:06 |INFO  |Thread-9 |TimeBasedFilter.java:34 |com.bilibili.common.filter.TimeBasedFilter |






2024-10-21 17:44:06 |WARN  |Thread-5 |NotifyCenter.java:136 |com.alibaba.nacos.common.notify.NotifyCenter |[NotifyCenter] Start destroying Publisher
2024-10-21 17:44:06 |WARN  |Thread-1 |HttpClientBeanHolder.java:108 |com.alibaba.nacos.common.http.HttpClientBeanHolder |[HttpClientBeanHolder] Start destroying common HttpClient
2024-10-21 17:44:06 |INFO  |Thread-9 |ZipkinAutoConfiguration.java:143 |org.springframework.cloud.sleuth.autoconfig.zipkin2.ZipkinAutoConfiguration |Flushing remaining spans on shutdown
2024-10-21 17:44:06 |WARN  |Thread-5 |NotifyCenter.java:153 |com.alibaba.nacos.common.notify.NotifyCenter |[NotifyCenter] Destruction of the end
2024-10-21 17:44:06 |WARN  |Thread-1 |HttpClientBeanHolder.java:114 |com.alibaba.nacos.common.http.HttpClientBeanHolder |[HttpClientBeanHolder] Destruction of the end
2024-10-21 17:44:06 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:9876] result: true
2024-10-21 17:44:06 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:10911] result: true
2024-10-21 17:44:06 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:10911] result: true
2024-10-21 17:44:06 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:9876] result: true
2024-10-21 17:44:06 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:9876] result: true
2024-10-21 17:44:06 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:10911] result: true
2024-10-21 17:44:06 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:9876] result: true
2024-10-21 17:44:06 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:10911] result: true
2024-10-21 17:44:06 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:9876] result: true
2024-10-21 17:44:06 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:10911] result: true
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |DefaultRocketMQListenerContainer.java:263 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |container destroyed, DefaultRocketMQListenerContainer{consumerGroup='video-encode-group', nameServer='8.138.31.44:9876', topic='video-encode', consumeMode=ORDERLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |DefaultRocketMQListenerContainer.java:263 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |container destroyed, DefaultRocketMQListenerContainer{consumerGroup='dynamic-group', nameServer='8.138.31.44:9876', topic='dynamic', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |DefaultRocketMQListenerContainer.java:263 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |container destroyed, DefaultRocketMQListenerContainer{consumerGroup='like-group', nameServer='8.138.31.44:9876', topic='like', consumeMode=ORDERLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |DefaultRocketMQListenerContainer.java:263 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |container destroyed, DefaultRocketMQListenerContainer{consumerGroup='comment-group', nameServer='8.138.31.44:9876', topic='comment', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |DefaultRocketMQListenerContainer.java:263 |org.apache.rocketmq.spring.support.DefaultRocketMQListenerContainer |container destroyed, DefaultRocketMQListenerContainer{consumerGroup='mysql-es-group', nameServer='8.138.31.44:9876', topic='mysqlToEs', consumeMode=CONCURRENTLY, selectorType=TAG, selectorExpression='*', messageModel=CLUSTERING}
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |NacosServiceRegistry.java:94 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |De-registering from Nacos Server now...
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |NacosServiceRegistry.java:114 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |De-registration finished.
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |RpcClient.java:454 |com.alibaba.nacos.common.remote.client |Shutdown rpc client, set status to shutdown
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |RpcClient.java:456 |com.alibaba.nacos.common.remote.client |Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@179829c9[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |RpcClient.java:591 |com.alibaba.nacos.common.remote.client |Close current connection 1729482890120_221.4.34.204_61758
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |GrpcClient.java:85 |com.alibaba.nacos.common.remote.client.grpc.GrpcClient |Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@5915a7e2[Running, pool size = 3, active threads = 0, queued tasks = 0, completed tasks = 4199]
2024-10-21 17:44:07 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:9876] result: true
2024-10-21 17:44:07 |INFO  |NettyClientSelector_1 |Slf4jLoggerFactory.java:95 |RocketmqRemoting |closeChannel: close the connection to remote address[8.138.31.44:10911] result: true
2024-10-21 17:44:07 |INFO  |SpringApplicationShutdownHook |DruidDataSource.java:2063 |com.alibaba.druid.pool.DruidDataSource |{dataSource-0} closing ...
2024-10-21 17:44:15 |INFO  |main |RpcClientFactory.java:80 |com.alibaba.nacos.common.remote.client |[RpcClientFactory] create a new rpc client of 971b2804-6f6c-4757-8444-eddca2f1c3a4_config-0
2024-10-21 17:44:15 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 20 ms to scan 1 urls, producing 3 keys and 6 values 
2024-10-21 17:44:15 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 7 ms to scan 1 urls, producing 4 keys and 9 values 
2024-10-21 17:44:15 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 3 keys and 10 values 
2024-10-21 17:44:15 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-10-21 17:44:15 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 1 keys and 5 values 
2024-10-21 17:44:15 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 5 ms to scan 1 urls, producing 1 keys and 7 values 
2024-10-21 17:44:15 |INFO  |main |Reflections.java:232 |org.reflections.Reflections |Reflections took 4 ms to scan 1 urls, producing 2 keys and 8 values 
2024-10-21 17:44:15 |WARN  |main |Reflections.java:179 |org.reflections.Reflections |given scan urls are empty. set urls in the configuration
2024-10-21 17:44:15 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[971b2804-6f6c-4757-8444-eddca2f1c3a4_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-10-21 17:44:15 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[971b2804-6f6c-4757-8444-eddca2f1c3a4_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$448/0x0000000800387040
2024-10-21 17:44:15 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[971b2804-6f6c-4757-8444-eddca2f1c3a4_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$449/0x0000000800387440
2024-10-21 17:44:15 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[971b2804-6f6c-4757-8444-eddca2f1c3a4_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-10-21 17:44:15 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[971b2804-6f6c-4757-8444-eddca2f1c3a4_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-10-21 17:44:15 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[971b2804-6f6c-4757-8444-eddca2f1c3a4_config-0] Try to connect to server on start up, server: {serverIp = '8.138.31.44', server main port = 8848}
2024-10-21 17:44:19 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[971b2804-6f6c-4757-8444-eddca2f1c3a4_config-0] Success to connect to server [8.138.31.44:8848] on start up, connectionId = 1729503860196_221.4.34.204_5669
2024-10-21 17:44:19 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[971b2804-6f6c-4757-8444-eddca2f1c3a4_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-10-21 17:44:19 |INFO  |com.alibaba.nacos.client.remote.worker |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[971b2804-6f6c-4757-8444-eddca2f1c3a4_config-0] Notify connected event to listeners.
2024-10-21 17:44:19 |INFO  |main |LoggerUtils.java:60 |com.alibaba.nacos.common.remote.client |[971b2804-6f6c-4757-8444-eddca2f1c3a4_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$463/0x00000008003f7c40
